FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,GENDER,WORK_LIFE_BALANCE_SCORE,AGE_21 to 35,AGE_36 to 50,AGE_51 or more,AGE_Less than 20
2,1,1,3,3,5,1,1,1,2,0,6,3,5,0,9,2,0,5,5,0,621.2,0,0,0,1
3,1,1,3,3,3,3,3,2,7,2,1,4,8,0,1,1,8,2,4,1,627.6,0,0,1,0
5,3,8,7,4,10,6,3,1,6,5,9,2,7,0,6,2,10,4,10,1,720.8,0,0,0,1
1,5,4,10,1,10,2,1,2,2,5,2,10,9,7,1,2,2,6,10,1,646.7,1,0,0,0
0,3,5,6,5,5,0,5,2,2,10,6,10,7,10,1,2,1,2,5,1,643.7,1,0,0,0
3,5,10,10,10,10,7,5,1,9,1,3,5,5,0,2,2,10,1,10,1,724.3,1,0,0,0
5,3,2,5,5,6,5,4,2,9,5,8,5,6,0,7,1,6,1,10,1,662.6,0,1,0,0
0,3,10,10,1,6,5,4,1,7,4,5,10,6,10,0,1,4,4,6,1,665.4,0,0,0,1
1,1,0,0,3,5,1,0,2,6,0,3,1,8,5,1,1,3,1,5,0,580.4,1,0,0,0
4,4,3,8,7,9,6,2,2,7,6,5,8,9,0,2,2,8,7,9,1,706.8,0,0,1,0
4,4,3,8,7,9,6,2,2,7,6,5,8,9,0,2,2,8,7,9,1,706.8,0,0,1,0
4,2,0,2,4,3,2,3,2,3,1,1,5,8,5,0,2,1,1,5,1,615.7,0,0,1,0
4,4,2,4,10,8,8,5,1,5,5,6,5,7,10,10,2,3,1,2,0,659,1,0,0,0
3,2,3,3,2,10,6,1,1,4,3,10,5,8,0,3,2,10,3,10,1,697.4,0,1,0,0
5,3,6,6,10,10,5,5,2,8,1,3,10,8,0,3,2,10,2,10,0,716.4,0,0,1,0
2,3,10,3,8,10,4,2,1,6,3,5,2,7,5,7,2,10,5,5,1,679.2,0,0,1,0
2,1,3,8,10,10,6,1,2,8,3,4,3,7,0,3,2,10,4,2,1,680.7,0,0,1,0
3,3,5,7,10,7,4,3,2,5,4,5,0,7,4,0,1,7,0,2,1,640.1,0,1,0,0
3,3,5,7,10,7,4,3,2,5,4,5,0,7,4,0,1,7,0,2,1,640.1,0,1,0,0
3,2,10,5,10,4,7,5,1,7,4,7,5,7,5,2,2,7,2,5,0,708.5,1,0,0,0
3,2,10,5,10,4,7,5,1,7,4,7,5,7,5,2,2,7,2,5,0,708.5,1,0,0,0
4,3,10,10,10,10,10,4,1,7,3,8,2,8,0,1,1,10,8,10,1,742.9,1,0,0,0
2,4,7,8,10,10,3,5,1,6,2,2,1,5,10,3,1,3,8,2,0,647.6,1,0,0,0
2,5,3,4,3,10,1,3,2,6,5,5,1,6,7,5,1,4,3,4,1,602.5,1,0,0,0
1,1,3,4,2,5,4,2,1,3,1,5,2,6,10,10,1,4,1,5,0,595.7,0,1,0,0
4,5,1,2,4,10,3,2,2,5,2,6,2,7,10,7,2,4,1,3,0,606.3,0,0,1,0
2,2,4,7,5,1,0,2,1,4,0,5,3,5,0,1,1,1,2,4,1,621,1,0,0,0
2,2,4,7,5,1,0,2,1,4,0,5,3,5,0,1,1,1,2,4,1,621,1,0,0,0
1,2,10,6,4,6,3,1,1,9,2,2,3,7,0,2,2,10,4,6,1,682,0,1,0,0
4,1,4,2,8,4,2,2,2,6,8,8,4,7,5,1,2,10,4,2,1,671.3,1,0,0,0
2,2,10,10,1,10,3,1,1,3,3,1,3,10,1,5,1,3,3,3,1,646.7,0,0,0,1
3,2,5,7,5,6,3,2,1,8,2,10,2,8,5,7,2,10,1,7,0,680.4,0,1,0,0
3,1,5,3,7,2,1,3,1,4,1,2,2,7,3,1,2,5,2,2,0,646.3,1,0,0,0
2,3,4,8,6,10,8,5,2,8,3,7,8,8,0,6,2,5,3,8,1,696.8,0,0,1,0
5,4,2,4,1,5,0,0,1,5,1,1,5,6,10,1,1,0,1,10,0,600,1,0,0,0
5,3,10,7,2,10,6,1,1,6,10,10,3,9,0,1,1,7,0,5,1,701,1,0,0,0
1,5,3,2,5,4,5,3,1,10,4,7,7,6,0,1,1,3,4,5,1,652.2,0,0,0,1
1,5,0,10,10,0,1,5,1,10,0,2,0,5,0,10,1,5,0,0,1,605.1,1,0,0,0
2,3,4,4,7,10,7,2,1,10,0,8,4,7,0,0,1,6,5,10,1,690,1,0,0,0
3,5,3,9,5,8,6,0,1,6,3,7,4,8,10,7,1,3,0,5,1,625.4,1,0,0,0
5,1,5,4,10,10,6,4,2,9,1,10,10,7,0,0,2,10,5,10,1,739.7,0,1,0,0
2,0,5,3,3,3,3,2,2,7,4,4,2,8,0,0,2,5,6,10,0,667.3,0,0,1,0
4,1,0,6,5,3,7,3,1,7,5,5,2,8,0,1,1,2,7,10,0,679.4,0,0,1,0
3,1,5,3,7,2,1,3,1,4,1,2,2,7,3,1,2,5,2,2,0,646.3,1,0,0,0
1,1,5,5,7,2,0,2,1,0,3,2,3,7,2,1,2,3,3,4,0,639.5,1,0,0,0
3,1,5,3,7,2,1,3,1,4,1,2,2,7,3,1,2,5,2,2,0,646.3,1,0,0,0
4,2,10,9,4,6,8,1,1,10,6,6,5,9,0,2,2,7,4,9,1,729.1,1,0,0,0
5,2,5,7,7,6,6,4,2,8,6,10,10,7,0,2,2,6,4,7,1,719.3,0,0,1,0
1,0,10,1,3,1,3,5,2,4,1,3,5,7,0,1,2,5,4,10,0,661.8,0,0,1,0
3,0,1,2,4,3,10,0,1,6,5,7,5,8,0,1,2,8,4,9,0,695.1,0,1,0,0
1,5,2,3,5,4,4,2,1,10,7,5,10,8,10,1,1,2,4,5,1,638.6,1,0,0,0
4,4,10,5,10,5,10,1,1,6,1,10,10,6,3,5,2,6,3,10,0,710.6,0,1,0,0
5,3,5,3,3,3,5,2,1,10,3,2,0,7,0,10,2,10,8,10,1,676.9,0,1,0,0
5,3,10,7,10,5,8,5,1,10,6,8,5,7,0,0,2,6,7,10,1,756.3,0,0,1,0
2,2,10,7,6,7,8,5,2,10,9,1,6,8,0,7,2,8,2,7,1,702.4,0,0,1,0
2,5,3,4,10,10,6,1,1,6,4,6,5,7,1,7,2,10,5,1,1,674.3,0,1,0,0
2,3,2,4,7,3,5,2,2,5,4,2,10,6,7,5,2,3,3,3,0,625.7,0,0,0,1
4,5,3,10,10,10,7,5,2,1,10,10,10,6,3,6,2,10,6,5,0,712.3,1,0,0,0
4,5,3,4,3,4,3,2,2,7,3,4,5,7,0,6,2,3,3,3,1,628,0,1,0,0
4,5,3,10,10,10,7,5,2,1,10,10,10,6,3,6,2,10,6,5,0,712.3,1,0,0,0
4,5,3,10,10,10,7,5,2,1,10,10,10,6,3,6,2,10,6,5,0,712.3,1,0,0,0
4,2,1,1,2,1,5,5,2,1,1,5,2,7,0,0,2,6,2,4,1,635,0,0,1,0
4,5,5,4,7,10,7,4,1,9,1,8,10,7,3,0,2,4,1,6,1,703.6,1,0,0,0
4,2,1,4,5,8,4,2,1,9,2,8,5,9,1,2,2,4,4,6,1,690.4,0,0,1,0
2,3,3,3,10,8,2,3,1,2,5,6,0,6,2,5,2,3,7,4,1,658.8,1,0,0,0
4,5,3,4,8,7,3,5,2,7,2,4,10,8,10,0,1,10,7,7,1,662.2,0,0,1,0
2,5,6,5,7,4,6,4,2,9,3,7,2,7,0,8,2,3,1,2,0,642.2,1,0,0,0
4,1,4,4,5,7,6,3,2,7,6,10,10,7,10,0,2,9,10,6,0,705.7,0,0,1,0
1,2,1,3,1,10,2,1,2,0,3,6,1,6,10,6,1,2,1,6,0,573.8,0,0,0,1
3,1,4,3,9,10,8,4,1,9,8,6,2,5,0,0,2,4,9,9,1,730,0,1,0,0
2,2,6,6,3,8,2,1,1,5,1,6,10,8,0,2,2,4,1,1,1,667.7,0,1,0,0
1,2,1,5,10,10,0,2,2,7,4,2,1,7,2,3,1,6,2,5,1,625.9,1,0,0,0
2,0,10,2,6,6,3,3,2,10,3,10,5,7,0,1,2,6,3,7,1,695.5,0,0,1,0
3,2,10,5,3,5,5,1,1,7,5,2,2,7,0,2,2,10,2,7,1,685.4,0,0,1,0
1,3,5,8,10,6,10,3,2,0,6,7,10,8,7,2,1,10,3,6,1,669.6,1,0,0,0
1,3,7,7,9,5,10,5,1,9,8,10,10,7,10,3,2,8,8,10,0,736.3,0,1,0,0
1,2,7,8,6,5,3,3,2,5,3,2,5,7,4,2,2,5,2,10,1,658.2,1,0,0,0
0,0,1,4,4,2,0,0,1,2,1,1,1,5,10,2,2,1,6,10,0,606.6,0,0,0,1
3,3,3,6,5,4,1,3,1,7,0,6,5,8,0,2,2,1,1,2,1,654.1,0,1,0,0
2,2,5,3,6,2,5,4,2,2,4,3,7,2,4,2,1,7,5,9,0,633.6,1,0,0,0
5,3,0,4,4,3,7,1,2,10,0,2,2,7,6,0,2,5,1,10,0,639.5,0,1,0,0
2,3,1,7,3,10,2,0,1,2,1,8,5,9,3,3,1,1,1,5,1,627.5,1,0,0,0
1,1,4,10,10,10,5,2,2,5,2,7,8,8,2,2,2,10,3,3,1,691.7,0,0,1,0
1,2,2,2,0,4,4,1,2,7,2,5,2,6,0,2,1,0,0,2,1,587.2,0,1,0,0
5,5,2,3,1,5,5,5,1,5,4,10,1,7,10,4,2,3,4,10,1,659.8,0,0,1,0
1,1,2,10,10,10,5,3,1,10,8,10,5,8,10,1,2,10,4,10,1,729.7,1,0,0,0
5,2,7,4,10,8,4,5,1,8,4,9,4,6,3,0,2,10,10,5,0,737.6,1,0,0,0
2,3,10,3,2,3,2,4,1,5,4,10,0,7,0,6,2,4,2,2,1,656.4,0,0,1,0
4,3,2,7,3,4,2,0,1,7,7,6,1,7,9,1,2,2,1,8,0,647.1,1,0,0,0
1,5,2,2,8,5,2,1,1,0,4,2,4,7,5,7,1,7,3,7,1,605.5,0,0,0,1
3,2,4,4,10,10,4,5,1,7,1,8,2,8,10,0,2,3,1,8,1,686.8,0,0,1,0
3,3,5,6,6,10,8,5,2,8,5,10,10,7,0,0,2,6,7,10,0,731.2,0,0,1,0
3,0,10,7,4,6,4,5,2,6,4,3,3,9,0,2,2,6,6,4,1,692.8,1,0,0,0
3,1,4,4,0,4,2,0,1,8,2,6,4,7,0,3,1,10,8,7,0,660.7,0,0,0,1
5,3,7,6,2,8,7,5,1,6,2,5,2,9,0,3,1,5,6,7,1,688.1,1,0,0,0
5,0,4,2,3,2,1,3,1,7,2,5,7,8,0,0,1,1,3,10,1,667.5,0,1,0,0
2,3,4,4,1,1,4,1,2,3,1,1,0,9,5,1,2,4,2,10,0,610.8,1,0,0,0
2,3,0,6,0,7,0,5,2,6,1,3,2,9,0,1,1,8,1,3,0,619.7,0,1,0,0
4,0,3,2,3,3,2,2,1,4,4,3,8,8,0,1,2,8,2,4,0,673.9,0,0,1,0
4,2,2,9,9,10,5,3,1,7,3,10,10,7,2,3,2,10,1,5,1,722.7,0,1,0,0
4,4,8,6,10,5,3,5,1,4,2,8,3,8,0,1,2,10,6,8,0,717.4,0,1,0,0
4,5,8,6,7,10,7,4,1,9,7,10,7,10,8,8,1,9,7,8,1,709.7,0,0,0,1
5,1,10,10,9,10,5,5,1,7,5,10,2,8,0,3,2,10,8,10,1,767.1,0,0,1,0
1,4,7,10,4,1,3,5,1,6,3,1,10,3,10,7,2,9,0,10,1,653.8,0,0,1,0
1,1,5,5,5,4,0,1,2,3,3,2,2,6,5,0,2,4,6,6,0,627.4,0,1,0,0
2,5,2,1,8,10,0,2,2,4,0,10,0,6,10,10,2,6,0,2,1,593.3,1,0,0,0
5,0,10,8,6,10,8,5,1,7,6,6,4,9,0,1,2,8,7,10,1,764.8,0,0,0,1
4,3,0,7,10,5,2,0,1,5,3,6,0,8,5,10,2,8,5,3,1,647.3,1,0,0,0
2,3,5,3,1,3,0,0,1,7,1,5,2,8,0,2,1,1,1,5,1,611.4,0,0,0,1
2,2,5,10,1,3,2,5,2,5,4,8,5,7,0,9,2,3,1,4,1,647.5,1,0,0,0
5,1,10,5,5,4,5,5,1,7,6,10,7,7,0,0,2,10,5,8,0,746.5,0,0,1,0
5,2,9,7,6,10,3,4,1,9,2,10,4,6,0,4,2,4,0,3,1,705.5,0,0,1,0
3,5,1,2,2,1,0,1,1,1,1,2,0,6,7,9,2,4,4,3,1,578.1,0,1,0,0
2,1,10,3,1,10,1,1,2,5,0,1,1,6,0,0,2,1,1,2,1,623.8,0,1,0,0
5,3,3,3,5,9,0,2,1,7,0,7,1,6,0,6,1,1,0,2,1,625,0,1,0,0
5,1,5,8,10,7,2,1,1,8,4,6,10,7,0,3,2,9,7,7,1,728.7,0,0,1,0
4,1,2,4,1,3,0,3,1,10,7,1,0,8,0,2,2,3,3,10,1,668.4,1,0,0,0
4,1,10,4,3,6,2,4,2,10,3,8,1,9,0,2,2,10,4,10,1,704,0,1,0,0
5,2,7,3,4,10,8,5,2,8,3,10,5,6,0,1,2,8,1,6,1,707.2,0,1,0,0
1,1,10,3,10,4,3,0,1,10,2,5,1,8,0,0,2,10,6,0,0,686.2,0,1,0,0
1,1,10,3,10,4,3,0,1,10,2,5,1,8,0,0,2,10,6,0,0,686.2,0,1,0,0
1,4,1,9,6,2,4,1,1,5,2,10,1,6,5,2,1,0,1,2,1,612,1,0,0,0
2,3,1,7,3,10,2,0,1,2,1,8,5,9,3,3,1,1,1,5,1,627.5,1,0,0,0
1,2,2,5,5,4,5,3,1,8,7,10,4,7,10,5,1,5,7,5,0,654.7,1,0,0,0
3,5,2,2,0,1,2,0,1,1,1,1,0,6,0,5,1,2,0,5,0,569.4,1,0,0,0
2,2,3,5,2,5,4,1,2,3,3,6,2,9,7,1,2,3,0,3,1,618.6,1,0,0,0
4,2,10,10,10,10,6,5,1,8,5,5,2,8,2,7,2,10,7,4,1,733.8,0,1,0,0
3,5,0,0,5,2,1,5,1,7,2,6,0,9,8,0,2,8,2,5,1,640.7,0,1,0,0
3,0,10,10,10,10,4,3,2,6,3,8,10,8,3,0,2,10,9,7,1,741.2,1,0,0,0
3,1,8,4,3,5,3,2,1,2,2,6,5,8,0,1,2,8,3,7,0,684.7,1,0,0,0
3,4,2,0,0,0,2,1,2,5,2,1,0,4,1,3,2,7,0,10,1,594.5,0,0,1,0
5,3,5,2,3,1,2,5,2,6,2,8,2,8,0,3,2,5,2,10,1,661.3,0,0,1,0
5,0,2,7,1,5,2,1,1,7,2,7,3,7,0,3,1,10,3,10,1,674.5,1,0,0,0
4,1,10,4,3,6,2,4,2,10,3,8,1,9,0,2,2,10,4,10,1,704,0,1,0,0
2,2,1,4,5,5,4,5,1,6,3,4,5,9,8,2,1,8,4,6,1,655.6,0,0,1,0
2,2,1,4,5,5,4,5,1,6,3,4,5,9,8,2,1,8,4,6,1,655.6,0,0,1,0
2,5,4,5,4,8,3,1,2,3,3,2,0,6,10,10,2,4,1,5,0,586.6,1,0,0,0
2,5,4,5,7,10,2,5,2,7,2,4,10,6,10,1,2,10,6,2,0,661.8,0,0,1,0
1,4,0,10,5,4,3,1,2,5,1,5,3,5,5,7,2,0,1,3,1,595.5,1,0,0,0
2,5,4,5,7,10,2,5,2,7,2,4,10,6,10,1,2,10,6,2,0,661.8,0,0,1,0
5,2,10,6,10,2,2,5,2,9,5,10,1,8,1,0,2,7,2,10,1,712.7,0,1,0,0
3,5,4,5,5,10,2,5,2,7,2,4,10,7,10,2,2,10,6,2,0,662,0,0,1,0
5,2,10,1,2,4,10,0,1,7,3,10,10,9,0,1,2,5,8,10,0,724.8,1,0,0,0
2,4,1,6,5,10,3,5,2,5,1,3,1,6,5,6,2,10,10,2,0,644.6,0,0,1,0
2,5,1,0,3,2,1,1,2,0,0,1,0,4,0,10,1,2,0,1,1,529.9,0,1,0,0
1,1,1,7,5,4,3,0,1,6,2,9,3,8,0,6,2,5,0,5,0,653,0,1,0,0
3,1,2,8,3,1,3,2,1,1,1,1,1,6,0,2,1,4,1,1,0,611.9,0,1,0,0
3,5,8,6,10,10,4,5,1,5,2,6,10,7,2,5,2,10,6,7,1,716.8,1,0,0,0
5,4,1,7,6,10,3,2,1,6,3,10,5,8,10,0,1,1,3,8,1,661.7,1,0,0,0
5,3,6,0,4,6,3,1,1,3,1,6,2,7,0,7,2,3,1,5,0,642,0,1,0,0
2,4,5,8,2,4,2,5,1,3,2,4,0,7,4,7,2,2,4,10,0,645,1,0,0,0
1,0,2,2,0,3,0,0,1,1,0,1,0,8,0,0,1,5,0,1,1,588.5,1,0,0,0
2,4,4,4,8,3,7,2,2,2,5,2,2,6,0,7,1,0,4,3,1,601.9,0,0,1,0
3,2,1,5,3,6,8,1,1,9,3,3,5,6,6,0,1,5,1,5,1,644.6,1,0,0,0
1,3,3,4,7,10,5,2,1,5,1,1,8,7,7,7,2,3,1,10,1,649.5,0,1,0,0
3,3,10,7,3,10,3,0,1,4,4,6,3,8,0,0,2,1,4,10,0,688.1,1,0,0,0
2,2,8,2,2,10,6,5,2,8,2,3,4,8,1,0,2,10,3,8,1,687.5,0,0,0,1
3,5,4,10,3,2,0,1,2,1,1,1,0,10,0,5,2,4,0,1,1,597.4,0,0,1,0
2,5,3,2,6,3,3,0,1,4,1,2,0,10,0,2,2,1,2,10,1,629.9,0,0,0,1
3,5,10,5,10,5,5,5,2,10,9,10,3,8,2,10,2,3,5,5,1,687.2,0,1,0,0
5,1,8,6,8,3,3,5,1,5,3,4,10,6,0,0,2,10,8,10,1,736.6,0,0,1,0
4,2,7,7,7,5,7,3,1,6,2,8,5,8,4,3,1,8,1,7,0,685.1,1,0,0,0
4,3,10,10,5,10,10,5,1,8,4,10,5,8,0,1,2,10,2,7,0,751.8,0,1,0,0
4,4,6,9,10,8,6,5,1,9,5,8,10,8,0,4,2,10,7,4,1,744.6,0,0,1,0
5,4,6,1,1,3,4,1,1,10,1,2,0,8,0,10,2,5,2,10,1,643.1,0,1,0,0
5,2,10,5,10,5,5,4,1,7,1,4,0,8,0,0,1,3,5,7,1,689.4,1,0,0,0
4,3,10,6,9,10,5,1,1,6,1,10,2,8,0,2,1,5,1,3,0,680.4,0,1,0,0
4,3,10,6,9,10,5,1,1,6,1,10,2,8,0,2,1,5,1,3,0,680.4,0,1,0,0
2,1,3,1,0,3,1,1,1,10,1,7,0,8,0,2,1,1,0,5,0,618.6,1,0,0,0
3,3,10,5,3,6,3,5,1,8,0,10,1,6,0,2,2,8,1,8,1,695.3,1,0,0,0
1,5,0,1,1,8,0,0,1,1,0,3,0,6,6,6,2,1,0,1,0,566.4,0,1,0,0
1,5,0,1,1,8,0,0,1,1,0,3,0,6,6,6,2,1,0,1,0,566.4,0,1,0,0
4,2,8,10,10,10,5,3,2,8,4,7,5,9,3,0,2,4,6,6,1,715.7,0,0,1,0
4,2,2,6,5,2,4,0,1,8,2,2,3,7,0,1,1,2,5,8,0,646.3,1,0,0,0
4,3,2,3,8,3,5,2,1,4,3,5,2,8,2,4,2,1,3,8,1,657.3,0,1,0,0
0,3,1,6,3,6,4,1,1,5,0,4,3,7,0,0,2,8,0,2,1,639.9,0,1,0,0
2,4,6,8,2,6,5,2,2,10,6,2,10,8,0,4,2,10,6,6,1,683.9,0,0,1,0
4,2,8,10,10,10,2,3,1,0,2,5,3,6,3,1,2,5,3,2,0,685.8,0,1,0,0
4,2,10,5,5,7,4,5,1,8,1,4,0,7,0,6,1,2,8,7,1,675.6,1,0,0,0
5,2,10,1,9,5,1,1,2,5,2,7,10,9,0,10,2,7,5,7,1,676.6,0,0,1,0
5,2,10,2,6,5,2,0,2,5,2,7,10,9,0,5,2,7,2,10,1,680,0,0,1,0
4,3,10,4,3,4,5,1,2,3,1,1,1,6,5,5,2,5,0,6,1,618.7,1,0,0,0
4,3,6,6,9,10,6,5,1,7,6,5,5,8,0,5,1,10,2,5,1,703.2,0,0,0,1
5,5,10,6,10,10,3,2,2,10,4,7,3,7,10,0,2,5,1,5,1,674.5,0,0,1,0
4,2,6,5,6,5,6,2,1,5,4,7,5,9,3,4,2,9,5,6,1,698.7,1,0,0,0
5,5,10,4,10,10,8,5,2,5,2,4,0,8,10,4,1,10,1,3,1,650.3,0,1,0,0
2,5,5,4,10,10,4,0,1,3,4,10,2,7,5,7,2,4,1,2,1,646.2,1,0,0,0
1,4,9,8,7,10,3,1,2,7,4,6,10,8,3,3,2,10,1,4,0,677.9,0,1,0,0
4,3,6,3,3,7,2,5,1,3,3,4,0,7,0,5,2,3,3,2,1,653.5,0,0,1,0
4,5,5,4,6,6,3,5,1,7,4,6,2,8,5,3,2,7,5,5,1,679.6,0,1,0,0
5,2,10,8,10,10,6,5,1,10,2,10,6,7,0,4,2,5,4,10,1,751.6,0,1,0,0
3,5,4,7,5,10,2,0,2,6,1,7,1,7,0,0,2,6,0,7,0,647.3,0,0,1,0
1,4,6,3,7,10,0,3,1,8,2,5,4,8,8,3,2,5,1,3,1,650.5,1,0,0,0
2,2,10,8,4,10,10,5,1,7,1,4,10,7,0,0,2,10,2,4,0,728.3,1,0,0,0
5,3,0,1,0,10,0,0,1,10,0,10,0,8,0,5,2,0,4,10,0,653.2,1,0,0,0
2,4,0,1,1,3,3,3,1,10,0,10,1,9,10,7,2,10,1,2,1,626.2,1,0,0,0
3,0,2,7,4,10,1,5,1,8,1,3,0,8,0,1,2,5,0,1,1,673.9,0,0,1,0
4,5,2,4,5,10,10,2,1,10,5,6,10,6,10,2,2,6,4,10,0,696.2,1,0,0,0
0,3,1,2,2,5,3,0,2,2,0,1,1,8,0,2,1,2,1,6,0,573.2,1,0,0,0
3,5,3,3,4,5,2,1,1,3,3,3,0,6,0,2,1,5,3,2,1,610.6,0,1,0,0
3,2,10,5,3,7,3,5,1,8,3,6,0,8,8,0,2,10,1,10,1,696.6,0,1,0,0
0,2,10,0,0,3,1,3,2,7,1,2,1,6,0,1,2,10,1,10,0,635.9,1,0,0,0
5,2,10,5,6,3,10,0,1,6,3,10,1,7,0,3,1,7,1,7,1,681.9,1,0,0,0
1,3,8,3,3,4,5,1,1,4,2,3,2,7,2,1,2,4,2,4,0,641.4,1,0,0,0
2,2,1,8,10,10,10,5,2,10,5,10,10,6,10,3,2,10,6,10,1,722.5,1,0,0,0
3,3,10,10,6,10,2,5,2,7,2,4,3,7,5,4,2,10,2,10,0,689.2,0,0,1,0
3,4,6,5,10,10,10,5,1,10,8,10,5,6,10,10,2,10,8,1,1,712.3,0,1,0,0
5,1,10,10,10,10,6,2,1,10,10,10,10,8,5,3,2,10,10,10,1,782.4,0,1,0,0
2,1,10,5,3,4,2,5,2,8,2,4,10,7,0,4,1,6,2,3,1,655.2,1,0,0,0
3,3,4,1,1,5,2,1,1,4,1,6,2,6,0,0,2,5,1,5,0,640.1,0,1,0,0
2,0,7,6,10,5,6,3,1,9,10,6,3,8,1,0,2,8,2,10,0,732.3,1,0,0,0
1,2,10,10,8,10,4,5,2,8,3,3,10,8,0,1,2,5,3,10,0,714.7,1,0,0,0
2,4,8,9,10,5,2,0,2,5,1,7,1,7,1,7,2,5,2,5,0,640.5,1,0,0,0
1,5,10,1,1,3,4,3,1,0,1,3,0,5,2,5,1,10,3,10,1,617.2,1,0,0,0
4,3,9,6,5,7,5,2,1,6,1,8,1,7,2,1,1,4,8,1,1,667.9,1,0,0,0
3,3,10,10,10,10,10,2,1,8,2,10,9,7,10,2,2,9,3,7,1,729.5,1,0,0,0
4,2,10,5,5,8,5,5,1,8,3,5,10,6,10,8,2,10,6,10,1,711.3,0,1,0,0
1,4,10,5,10,10,5,5,1,2,2,4,7,7,7,10,2,7,1,4,1,667.1,1,0,0,0
1,4,10,5,10,10,5,5,1,2,2,4,7,7,7,10,2,7,1,4,1,667.1,1,0,0,0
5,3,10,10,10,10,5,4,2,7,4,8,4,8,0,3,2,10,1,10,1,727.6,1,0,0,0
3,4,10,4,10,10,5,1,1,9,7,7,8,6,10,2,2,5,2,3,1,689.6,1,0,0,0
2,2,8,10,2,6,3,1,2,2,2,1,1,7,1,3,1,4,0,3,1,608.7,0,1,0,0
5,1,10,6,7,5,7,2,1,8,5,2,1,8,0,1,2,8,10,10,0,729.8,1,0,0,0
3,4,3,4,6,10,3,5,2,6,8,9,5,7,10,1,2,9,3,7,1,678.3,0,0,1,0
4,3,3,5,4,10,3,5,2,4,5,7,2,7,6,4,2,3,3,7,1,657.5,0,1,0,0
1,3,10,6,6,10,5,3,1,8,2,9,1,7,2,1,2,10,4,5,0,703.8,1,0,0,0
3,3,6,7,1,3,1,0,1,2,1,3,0,8,2,0,2,0,1,2,0,619.5,1,0,0,0
0,5,3,5,6,8,1,0,1,2,1,2,5,6,10,3,2,9,2,10,1,625.7,1,0,0,0
3,3,10,3,0,6,3,0,1,7,9,5,2,7,0,2,2,3,2,10,1,674.1,1,0,0,0
3,1,6,5,10,10,5,5,1,10,2,1,10,7,0,0,2,5,2,10,1,727.7,0,1,0,0
1,2,5,10,5,10,2,3,1,0,1,3,1,6,7,3,2,3,1,3,1,637.8,0,0,0,1
5,4,5,8,3,10,2,4,1,3,4,10,0,8,5,5,1,3,2,10,1,663.4,1,0,0,0
4,5,0,3,8,10,0,5,2,5,5,10,1,8,0,8,1,5,2,10,1,644.7,1,0,0,0
5,4,10,4,6,10,4,5,2,7,7,10,5,8,0,4,1,10,5,7,1,702.5,0,1,0,0
3,3,9,6,5,6,3,4,1,7,3,7,3,7,0,3,1,5,7,8,0,684.7,1,0,0,0
3,3,9,6,5,6,3,4,1,7,3,7,3,7,0,3,1,5,7,8,0,684.7,1,0,0,0
2,4,5,3,2,3,2,5,2,9,0,4,2,8,0,1,1,6,0,10,1,629.9,0,0,1,0
2,4,0,4,4,5,3,2,2,1,1,8,0,6,5,1,2,4,0,6,0,608.2,1,0,0,0
3,3,3,5,8,10,5,3,1,8,6,4,10,7,4,1,2,5,5,8,0,707.9,0,0,1,0
4,2,6,7,2,5,2,2,1,8,2,10,1,7,0,5,1,9,2,10,0,673.4,0,1,0,0
4,1,1,5,2,10,1,0,2,8,2,7,10,8,0,1,2,5,1,8,0,671.3,0,1,0,0
5,1,8,6,8,3,3,5,1,5,3,4,10,6,0,0,2,10,8,10,1,736.6,0,0,1,0
1,1,2,3,1,1,2,2,2,0,1,1,0,7,0,2,2,2,0,1,0,584.9,1,0,0,0
3,2,6,5,8,10,7,5,1,8,3,6,10,7,4,3,2,10,7,4,1,727,1,0,0,0
2,1,10,4,1,3,3,0,1,8,2,2,2,8,0,2,2,2,4,2,1,649.9,1,0,0,0
5,3,7,3,10,10,3,2,1,10,4,3,2,7,10,1,2,2,4,10,1,685.6,0,1,0,0
3,1,3,10,10,10,10,5,2,6,2,10,3,7,0,3,2,10,2,10,0,724.4,0,1,0,0
3,2,5,6,7,8,2,5,1,3,3,7,2,7,0,3,2,5,1,10,1,691.5,0,1,0,0
4,2,8,5,5,4,3,3,2,5,1,4,5,7,0,3,2,5,4,1,1,655.2,1,0,0,0
3,5,10,5,10,10,0,2,1,1,0,5,0,8,5,1,1,8,0,10,1,650.5,1,0,0,0
2,3,0,1,1,3,1,2,1,5,2,2,5,7,0,0,2,3,1,5,0,627.6,1,0,0,0
5,1,6,8,6,7,3,5,2,9,3,3,10,7,0,1,2,10,6,10,1,724.7,0,0,1,0
3,2,3,8,9,7,4,5,2,7,2,5,5,8,10,1,2,6,1,7,0,670.9,0,0,1,0
5,0,5,4,10,10,10,5,1,10,5,7,9,1,0,0,2,10,10,10,1,768.5,0,0,1,0
